,template_id,template_version,template_name,template_function_name,chart_type,url
0,@flourish/arc-diagram,0.0.0,arc diagram,arc_diagram,arc_diagram,https://app.flourish.studio/@flourish/arc-diagram/0.0.0#api
1,@flourish/audio,2.6.2,audio,audio,audio,https://app.flourish.studio/@flourish/audio/2.6.2#api
2,@flourish/bar-chart-race,18.9.2,bar chart race,bar_chart_race,bar_race,https://app.flourish.studio/@flourish/bar-chart-race/18.9.2#api
3,@flourish/bubble-chart,5.4.2,bubble chart,bubble_chart,bubble,https://app.flourish.studio/@flourish/bubble-chart/5.4.2#api
4,@flourish/calculator,2.8.3,calculator,calculator,calculator,https://app.flourish.studio/@flourish/calculator/2.8.3#api
5,@flourish/calendar,3.5.2,calendar,calendar,calendar,https://app.flourish.studio/@flourish/calendar/3.5.2#api
6,@flourish/cards,15.1.2,cards,cards,cards,https://app.flourish.studio/@flourish/cards/15.1.2#api
7,@flourish/chord-diagram,10.3.2,chord diagram,chord_diagram,chord_diagram,https://app.flourish.studio/@flourish/chord-diagram/10.3.2#api
8,@flourish/countdown,4.2.2,countdown,countdown,countdown,https://app.flourish.studio/@flourish/countdown/4.2.2#api
9,@flourish/draw-the-line,9.5.3,draw the line chart,draw_the_line,draw_the_line,https://app.flourish.studio/@flourish/draw-the-line/9.5.3#api
10,@flourish/election-results-chart,12.5.2,election results chart,election_results_chart,election_results,https://app.flourish.studio/@flourish/election-results-chart/12.5.2#api
11,@flourish/gantt,11.6.2,gantt chart,gantt,gantt,https://app.flourish.studio/@flourish/gantt/11.6.2#api
12,@flourish/gauge,3.3.2,gauge,gauge,gauge,https://app.flourish.studio/@flourish/gauge/3.3.2#api
13,@flourish/hierarchy,24.5.2,hierarchy,hierarchy,treemap,https://app.flourish.studio/@flourish/hierarchy/24.5.2#api
13,@flourish/hierarchy,24.5.2,hierarchy,hierarchy,circlepacking,https://app.flourish.studio/@flourish/hierarchy/24.5.2#api
13,@flourish/hierarchy,24.5.2,hierarchy,hierarchy,sunburst,https://app.flourish.studio/@flourish/hierarchy/24.5.2#api
13,@flourish/hierarchy,24.5.2,hierarchy,hierarchy,bar,https://app.flourish.studio/@flourish/hierarchy/24.5.2#api
13,@flourish/hierarchy,24.5.2,hierarchy,hierarchy,radialtree,https://app.flourish.studio/@flourish/hierarchy/24.5.2#api
18,@flourish/horserace,19.1.2,line chart race,horserace,horserace,https://app.flourish.studio/@flourish/horserace/19.1.2#api
19,@flourish/interactive-svg,9.10.3,interactive svg,interactive_svg,interactive_svg,https://app.flourish.studio/@flourish/interactive-svg/9.10.3#api
20,@flourish/line-bar-pie,38.6.4,"line, bar and pie charts",line_bar_pie,line,https://app.flourish.studio/@flourish/line-bar-pie/38.6.4#api
20,@flourish/line-bar-pie,38.6.4,"line, bar and pie charts",line_bar_pie,area_stacked,https://app.flourish.studio/@flourish/line-bar-pie/38.6.4#api
20,@flourish/line-bar-pie,38.6.4,"line, bar and pie charts",line_bar_pie,area_prop,https://app.flourish.studio/@flourish/line-bar-pie/38.6.4#api
20,@flourish/line-bar-pie,38.6.4,"line, bar and pie charts",line_bar_pie,area,https://app.flourish.studio/@flourish/line-bar-pie/38.6.4#api
20,@flourish/line-bar-pie,38.6.4,"line, bar and pie charts",line_bar_pie,area_stacked_stream,https://app.flourish.studio/@flourish/line-bar-pie/38.6.4#api
20,@flourish/line-bar-pie,38.6.4,"line, bar and pie charts",line_bar_pie,column_grouped,https://app.flourish.studio/@flourish/line-bar-pie/38.6.4#api
20,@flourish/line-bar-pie,38.6.4,"line, bar and pie charts",line_bar_pie,column_stacked,https://app.flourish.studio/@flourish/line-bar-pie/38.6.4#api
20,@flourish/line-bar-pie,38.6.4,"line, bar and pie charts",line_bar_pie,column_stacked_prop,https://app.flourish.studio/@flourish/line-bar-pie/38.6.4#api
20,@flourish/line-bar-pie,38.6.4,"line, bar and pie charts",line_bar_pie,column_waterfall,https://app.flourish.studio/@flourish/line-bar-pie/38.6.4#api
